judgment_id,query_id,query,type,image_id,image_path,source_systems,best_rank,ranks_by_system,max_score,matched_keywords,detected_objects,brightness,contrast,saturation,warmth,relevance,confidence,comment
q014__Un2l252-pWA,Q014,dark low key portrait lighting,style_text,Un2l252-pWA,data\unsplash-lite\images\Un2l252-pWA.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,9,faiss_baseline:9|qdrant_filtered:9|qdrant_object_rerank:9|qdrant_semantic:9,0.268050,animal;brick;canine;chihuahua;cocker spaniel;collie;dog;eskimo dog;green;machine;mammal;papillon;pet;puppy;spaniel;spoke;terrier;wildlife,dog,0.054248,0.079670,0.387162,0.508172,2,high,
q014__YapPOqrFSjI,Q014,dark low key portrait lighting,style_text,YapPOqrFSjI,data\unsplash-lite\images\YapPOqrFSjI.jpg,faiss_style_rerank,9,faiss_style_rerank:9,0.379205,abyssinian;alpha;angora;animal;bird;black cat;bookcase;brick;cat;cats;chilling;couch;fire;fluffy;fur;furniture;hardwood;indoor;italy;kitten;lockdown;looking up;mammal;manx;paolo;paolo nicolello;pet;piedmont;shelf;siamese;sony;spotlight;stay at home;stay home;sun;wood,cat,0.196637,0.222338,0.081400,0.516065,1,high,
q014__5ZmEd6QRqiU,Q014,dark low key portrait lighting,style_text,5ZmEd6QRqiU,data\unsplash-lite\images\5ZmEd6QRqiU.jpg,faiss_style_rerank,10,faiss_style_rerank:10,0.379160,accessories;accessory;animal;animal adoption;black and white;canine;cat;collar;dog;dog potrait;dusky;ear;eye;face;furry;husky;mammal;muzzle;pet;pet adoption;portrait;puppy;siberian husky,cat;dog,0.161298,0.272563,0.111070,0.500268,2,high,
q014__AjkWRg6gPvY,Q014,dark low key portrait lighting,style_text,AjkWRg6gPvY,data\unsplash-lite\images\AjkWRg6gPvY.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,10,faiss_baseline:10|qdrant_filtered:10|qdrant_object_rerank:10|qdrant_semantic:10,0.267449,animal;blanket;blossom;canine;car seat;crystal;dog;flower;hound;labrador retriever;lip;mammal;mouth;pet;petal;plant;pointer;puppy;rock;snout;teeth;tongue;white dog,,0.039913,0.066801,0.425962,0.509326,2,high,
q015__Y2DQpf4ennA,Q015,bright airy minimal style,style_text,Y2DQpf4ennA,data\unsplash-lite\images\Y2DQpf4ennA.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,1,faiss_baseline:1|qdrant_filtered:1|qdrant_object_rerank:1|qdrant_semantic:1,0.281069,blossom;cactus;coat rack;flower;furniture;geranium;indoors;interior design;jar;outdoors;plant;planter;potted plant;pottery;room;sideboard;tabletop;vase;wall,potted plant,0.853193,0.151196,0.068772,0.518492,2,high,
q015__r2SY2zsBmgM,Q015,bright airy minimal style,style_text,r2SY2zsBmgM,data\unsplash-lite\images\r2SY2zsBmgM.jpg,faiss_style_rerank,1,faiss_style_rerank:1,0.443556,anemone;animal;anther;arenaria;arrangement;art;aster;asteraceae;background;backgrounds;beige;blooms;blossom;bouquet;carnation;contrast;cream;cricket insect;daffodil;daisies;daisy;face;floral design;flower;flower arrangement;flower bouquet;flowers;graphic;graphics;ikebana;insect;invertebrate;jar;neutral;offwhite;ornament;pattern;peony;petal;petals;plant;pollen;poppies;poppy;pottery;spa;spring flowers;vase;wallpaper;wallpapers;white;yellow,,0.744915,0.044523,0.289421,0.617506,2,high,
q015__-12cgSu9HW0,Q015,bright airy minimal style,style_text,-12cgSu9HW0,data\unsplash-lite\images\-12cgSu9HW0.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,2,faiss_baseline:2|qdrant_filtered:2|qdrant_object_rerank:2|qdrant_semantic:2,0.276407,accessories;art;blog;blossom;composition;decoration;design;flower;flower arrangement;furniture;header images;home;home decoration;ikebana;indoors;interior decoration;interior design;jar;jewlery;minimal;orchid;ornament;pale;plant;porcelain;potted plant;pottery;shelf;simple;simplicity;soft colors;table;tabletop;vase;white,potted plant;vase,0.802208,0.118260,0.029064,0.504801,2,high,
q015__ehsAbwSdS94,Q015,bright airy minimal style,style_text,ehsAbwSdS94,data\unsplash-lite\images\ehsAbwSdS94.jpg,faiss_style_rerank,2,faiss_style_rerank:2,0.439417,arecaceae;art;beach;bus stop;canopy;chair;coast;electric fan;food;fruit;furniture;garden umbrella;land;leaf;nature;ocean;outdoors;palm tree;patio umbrella;plant;scenery;sea;shop;shoreline;stand;summer;tabletop;tree;tropical;vacation;water,potted plant,0.789500,0.143375,0.221943,0.536559,1,low,
q015__NznxEfw9iVI,Q015,bright airy minimal style,style_text,NznxEfw9iVI,data\unsplash-lite\images\NznxEfw9iVI.jpg,faiss_style_rerank,3,faiss_style_rerank:3,0.436172,aloe;art;blossom;ceramic;concrete;decor;flatlay;flora;flower;flower arrangement;flower bouquet;flowerpot;gift;green;home;house;ikebana;jar;leaf;minimal;ornament;pineapple;plant;planter;pot;pottery;product design;still life photography;succulent;vase;yellow,vase,0.848870,0.093217,0.351578,0.665740,2,medium,
q015__dKH-4ml-5I4,Q015,bright airy minimal style,style_text,dKH-4ml-5I4,data\unsplash-lite\images\dKH-4ml-5I4.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,3,faiss_baseline:3|qdrant_filtered:3|qdrant_object_rerank:3|qdrant_semantic:3,0.275290,architecture;basket;bookcase;building;cactus;clock tower;furniture;indoors;plant;pot;tower;tree;wall,clock;potted plant;vase,0.815962,0.164180,0.080213,0.526168,2,high,
q015__DTvzW2sl9eE,Q015,bright airy minimal style,style_text,DTvzW2sl9eE,data\unsplash-lite\images\DTvzW2sl9eE.jpg,faiss_style_rerank,4,faiss_style_rerank:4,0.433644,art;bar counter;blossom;cafe;chair;couch;dating;dining room;dining table;experimental;flower;flower arrangement;flower bouquet;furniture;geranium;glass;goblet;hardwood;ikebana;indoors;interior design;jar;ornament;peony;petal;plant;pottery;pub;restaurant;room;rose;sitting;table;tulip;vase;wood,chair;dining table;vase,0.804212,0.232093,0.196471,0.569208,2,high,
q015__Nzy_Fm6gZKI,Q015,bright airy minimal style,style_text,Nzy_Fm6gZKI,data\unsplash-lite\images\Nzy_Fm6gZKI.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,4,faiss_baseline:4|qdrant_filtered:4|qdrant_object_rerank:4|qdrant_semantic:4,0.275082,accessories;accessory;anemone;anther;apiaceae;arenaria;art;blossom;bud;coffee table;confectionery;cream;creme;cushion;dahlia;dessert;diamond;floral design;flower;flower arrangement;flower bouquet;food;furniture;gemstone;graphics;hair slide;jewelry;pattern;peony;petal;plant;sprout;sweets;table;tabletop;texture;tulip;white,,0.949573,0.058179,0.024382,0.510914,2,high,
q015__2pBpO-zsXMw,Q015,bright airy minimal style,style_text,2pBpO-zsXMw,data\unsplash-lite\images\2pBpO-zsXMw.jpg,faiss_style_rerank,5,faiss_style_rerank:5,0.430957,alphabet;ampersand;anthurium;blogging;blossom;brand;business;clothing;desk;flat lay;flora;flower;foliage;font;footwear;graphics;green;greenery;leaf;logo;magazine;minimal;minimalism;minimalist;minimalistic;mobile friendly;mockup;plant;product design;simple;spirituality;text;trademark;typeready;white board;word,vase,0.806428,0.280146,0.171449,0.482794,2,high,
q015__uZSBGjGPoFk,Q015,bright airy minimal style,style_text,uZSBGjGPoFk,data\unsplash-lite\images\uZSBGjGPoFk.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,5,faiss_baseline:5|qdrant_filtered:5|qdrant_object_rerank:5|qdrant_semantic:5,0.274377,blossom;bud;flower;flower arrangement;flower bouquet;petal;plant;rose;sprout,,0.883498,0.057532,0.047905,0.520293,2,high,
q015__YA7fzxWXb7g,Q015,bright airy minimal style,style_text,YA7fzxWXb7g,data\unsplash-lite\images\YA7fzxWXb7g.jpg,faiss_style_rerank,6,faiss_style_rerank:6,0.430541,advertisement;apparel;architecture;astronomy;azure sky;billboard;building;bunker;clothing;control tower;corner;cottage;countryside;dome;door;hotel;house;housing;hut;landscape;laundry;moon;motel;nature;neighborhood;night;ocean;office building;outdoors;outer space;postal office;roof;rural;sand;scenery;sea;shack;shelter;sky;sleeve;snow;space;tower;transportation;universe;urban;vehicle;water,,0.823821,0.088336,0.159151,0.455457,2,medium,
q015__ssgtPZyImCE,Q015,bright airy minimal style,style_text,ssgtPZyImCE,data\unsplash-lite\images\ssgtPZyImCE.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,6,faiss_baseline:6|qdrant_filtered:6|qdrant_object_rerank:6|qdrant_semantic:6,0.271979,accessories;accessory;art;blossom;bud;carnation;diamond;display;electronics;floral design;flower;flower arrangement;flower bouquet;funeral;gemstone;geranium;graphics;ikebana;jar;jewelry;lcd screen;monitor;ornament;pattern;peony;petal;photo;photography;plant;planting;pollen;pottery;rose;screen;sprout;vase,,0.940040,0.093342,0.034829,0.504699,2,high,
q015__7x33lClM_z8,Q015,bright airy minimal style,style_text,7x33lClM_z8,data\unsplash-lite\images\7x33lClM_z8.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,7,faiss_baseline:7|qdrant_filtered:7|qdrant_object_rerank:7|qdrant_semantic:7,0.271876,art;blossom;cake;dessert;floral design;flower;flower arrangement;flower bouquet;food;graphics;pattern;peony;plant;rose;wedding cake,dining table;vase,0.731615,0.127172,0.116796,0.519173,1,low,
q015__b66Ga6C48hE,Q015,bright airy minimal style,style_text,b66Ga6C48hE,data\unsplash-lite\images\b66Ga6C48hE.jpg,faiss_style_rerank,7,faiss_style_rerank:7,0.430298,adventure;apparel;clothing;desert;dress;dune;evening dress;fashion;female;footwear;girl;gown;human;landscape;leisure activities;nature;outdoors;person;robe;sand;shoe;skirt;soil;texture;woman,person,0.790907,0.076358,0.175980,0.531938,2,high,
q015__22OJF_Nu734,Q015,bright airy minimal style,style_text,22OJF_Nu734,data\unsplash-lite\images\22OJF_Nu734.jpg,faiss_style_rerank,8,faiss_style_rerank:8,0.430240,apartment building;architecture;balcony;banister;barcelona;building;city;color;concrete;corner;curtain;door;handrail;high rise;home decor;island;italy;madrid;nature;peach;plant;portugal;rome;roof;shutter;skylight;sliding door;spain;town;travel;tree;triangle;urban;vacation;wall;wallpaper;white;window;window shade,,0.693101,0.198950,0.311822,0.423800,2,low,
q015__OnAwhivaqrU,Q015,bright airy minimal style,style_text,OnAwhivaqrU,data\unsplash-lite\images\OnAwhivaqrU.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,8,faiss_baseline:8|qdrant_filtered:8|qdrant_object_rerank:8|qdrant_semantic:8,0.271685,accessories;accessory;anemone;art;blossom;bud;carnation;dahlia;diamond;display;electronics;floral design;flower;flower arrangement;flower bouquet;gemstone;geranium;graphics;ikebana;jar;jewelry;lcd screen;monitor;ornament;pattern;peony;petal;plant;pollen;pottery;rose;screen;sprout;texture;vase;white,cake,0.922695,0.087856,0.043145,0.502098,2,high,
q015__Y-XuEekLULQ,Q015,bright airy minimal style,style_text,Y-XuEekLULQ,data\unsplash-lite\images\Y-XuEekLULQ.jpg,faiss_style_rerank,9,faiss_style_rerank:9,0.430027,backgrounds;blossom;cherry;cherry blossom;floral;flower;nature;petal;plant;pollen;season;spring;wallpapers,,0.856638,0.057502,0.213051,0.410851,2,high,
q015__whOkVvf0_hU,Q015,bright airy minimal style,style_text,whOkVvf0_hU,data\unsplash-lite\images\whOkVvf0_hU.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,9,faiss_baseline:9|qdrant_filtered:9|qdrant_object_rerank:9|qdrant_semantic:9,0.271661,blossom;carnation;cherry blossom;flora;flower;flower arrangement;flower bouquet;flowers;green;high key;indoors;leaf;leaves;lilac;ornament;paper;petal;photography;plant;rose;wall;white;white flower,,0.661864,0.139815,0.060883,0.485956,2,high,
q015__W7opvhA-pGg,Q015,bright airy minimal style,style_text,W7opvhA-pGg,data\unsplash-lite\images\W7opvhA-pGg.jpg,faiss_baseline|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,10,faiss_baseline:10|qdrant_filtered:10|qdrant_object_rerank:10|qdrant_semantic:10,0.271353,anemone;apparel;art;aster;blossom;clothing;fashion;floral design;flower;flower arrangement;flower bouquet;flowers;flowers in window;gown;graphics;happy;ikebana;jar;jar of flowers;ornament;pattern;peony;petal;pink;pink flowers;plant;pottery;rose;sleeve;spring;spring flowers;spring time;valentine;vase;window,potted plant;vase,0.800777,0.131098,0.097756,0.534699,2,medium,
q015__zzboOsdmQkY,Q015,bright airy minimal style,style_text,zzboOsdmQkY,data\unsplash-lite\images\zzboOsdmQkY.jpg,faiss_style_rerank,10,faiss_style_rerank:10,0.429183,art;blossom;coffee cup;coffee table;cup;flower;flower arrangement;flower bouquet;furniture;hardwood;ikebana;jar;jug;ornament;plant;pot;pottery;saucer;table;teapot;vase;wood,bowl;chair;cup;dining table;potted plant;vase,0.796220,0.223309,0.164632,0.541355,1,high,
q016__5IVa9hrd9x4,Q016,saturated colorful street scene,style_text,5IVa9hrd9x4,data\unsplash-lite\images\5IVa9hrd9x4.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,1,faiss_baseline:1|faiss_style_rerank:1|qdrant_filtered:1|qdrant_object_rerank:1|qdrant_semantic:1,0.446258,architecture;asphalt;automobile;background;building;car;city;club;cold;corridor;dark;downtown;editorial;featured;flare;flooring;freeway;glitter;gloomy;glow;high rise;laser;light;lighting;lights;metropolis;neon;new;night;night life;office building;orton effect;pattern;purple;rain;rainy;reflection;road;street;tarmac;town;transportation;urban;vehicle;wallpaper;winter,,0.138268,0.148278,0.747725,0.438585,1,high,
q016__951ta4nTxxk,Q016,saturated colorful street scene,style_text,951ta4nTxxk,data\unsplash-lite\images\951ta4nTxxk.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,2,faiss_baseline:2|qdrant_object_rerank:2|qdrant_semantic:2,0.278851,alcohol;architecture;bench;beverage;building;cocktail;dirt road;drink;furniture;gravel;puddle;road;spire;steeple;table;tabletop;tower,,0.252237,0.204743,0.430476,0.463757,1,medium,
q016__9FT-ZIPTd3U,Q016,saturated colorful street scene,style_text,9FT-ZIPTd3U,data\unsplash-lite\images\9FT-ZIPTd3U.jpg,qdrant_filtered|faiss_baseline|qdrant_object_rerank|qdrant_semantic,2,faiss_baseline:4|qdrant_filtered:2|qdrant_object_rerank:4|qdrant_semantic:4,0.271511,advertisement;alloy wheel;architecture;art;banister;bazaar;billboard;building;city;dome;downtown;flare;handrail;high rise;light;lighting;machine;market;metropolis;neighborhood;neon;night life;office building;pedestrian;pub;shop;spoke;stained glass;tower;town;transportation;urban;vehicle;wheel;window,,0.227473,0.254987,0.517404,0.541944,2,medium,
q016__eN6FkYAetF8,Q016,saturated colorful street scene,style_text,eN6FkYAetF8,data\unsplash-lite\images\eN6FkYAetF8.jpg,faiss_style_rerank,2,faiss_style_rerank:2,0.429995,abstract;art;background;blue;blur;bright;building;city;club;color;colorful;creative;food;glitter;glow;gradient;graphic;graphics;green;laser;led;light;lighting;meal;metropolis;neon;night club;purple;smooth;soft;spotlight;town;urban;vibrant;wallpaper;web;yellow,,0.326211,0.169437,0.779566,0.460974,0,low,no street
q016__k_NkqIaRhro,Q016,saturated colorful street scene,style_text,k_NkqIaRhro,data\unsplash-lite\images\k_NkqIaRhro.jpg,faiss_style_rerank,3,faiss_style_rerank:3,0.429512,alone;architecture;board;boarded;brick;city;cityscape;clothing;color;composition;denim;exercise;exterior;female;fitness;jeans;jogging;lady;leisure activities;outside;pants;people;shadow;sidewalk;sport;sports;sunny;travel;walk;walking;wall;woman;wood;working out;yellow,person,0.444783,0.137524,0.780729,0.765517,2,medium,
q016__wIZpOCdTb8I,Q016,saturated colorful street scene,style_text,wIZpOCdTb8I,data\unsplash-lite\images\wIZpOCdTb8I.jpg,qdrant_filtered|faiss_baseline|qdrant_object_rerank|qdrant_semantic,3,faiss_baseline:5|qdrant_filtered:3|qdrant_object_rerank:5|qdrant_semantic:5,0.267933,alley;alleyway;alloy wheel;architecture;asia;asphalt;automobile;banister;building;car;china;city;city light;cobblestone;corner;coupe;dark;downtown;evening;food;freeway;handrail;high rise;highway;hong kong;hongkong;human;intersection;light;lighting;machine;meal;metropolis;neighborhood;neon;night;night life;noche;office building;path;pavement;pedestrian;person;road;sidewalk;sign;spire;spoke;sports car;steeple;street;tarmac;tower;town;transportation;travel;urban;vehicle;walkway;wheel,car,0.168914,0.180599,0.636221,0.514359,2,high,
q016__zKDDRyQcM04,Q016,saturated colorful street scene,style_text,zKDDRyQcM04,data\unsplash-lite\images\zKDDRyQcM04.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,3,faiss_baseline:3|qdrant_object_rerank:3|qdrant_semantic:3,0.273247,architecture;bicycle;bike;blizzard;building;human;ice;intersection;machine;motorcycle;nature;neighborhood;outdoors;person;road;snow;spire;spoke;steeple;storm;tower;transportation;urban;vehicle;weather;wheel;winter;下雪;中国;冬天;北京;胡同;街头;街道;达智桥胡同;雪;雪季;雪景,car;motorcycle,0.573575,0.312121,0.143302,0.500758,0,low,
q016__cGUbzDqLCyg,Q016,saturated colorful street scene,style_text,cGUbzDqLCyg,data\unsplash-lite\images\cGUbzDqLCyg.jpg,qdrant_filtered,4,qdrant_filtered:4,0.265122,alley;alleyway;alphabet;ampersand;asian;bar counter;blur;bokeh;building;chinatown;city;downtown;glow;hong kong;housing;light;lighting;metropolis;night;outdoors;poster;pub;red;road;screenshot;sign;street;text;town;urban,,0.138228,0.166873,0.549637,0.563946,2,high,
q016__kmu4AjOBuHo,Q016,saturated colorful street scene,style_text,kmu4AjOBuHo,data\unsplash-lite\images\kmu4AjOBuHo.jpg,faiss_style_rerank,4,faiss_style_rerank:4,0.429010,alloy wheel;architecture;asphalt;banister;boardwalk;bridge;building;china;city;cobblestone;corner;downtown;flagstone;handrail;huanghsan;human;intersection;kiosk;light;machine;metropolis;neon;neons;night city;night life;néons;path;pavement;pedestrian;person;road;sidewalk;spire;spoke;steeple;tarmac;tower;town;tunxi;urban;walkway;wheel,potted plant,0.119312,0.117249,0.762360,0.485028,2,high,
q016__SOOSddC_xLo,Q016,saturated colorful street scene,style_text,SOOSddC_xLo,data\unsplash-lite\images\SOOSddC_xLo.jpg,faiss_style_rerank,5,faiss_style_rerank:5,0.427801,animal;asphalt;basin;blossom;fish;flower;ground;ice;land;leaf;maple leaf;mud;nature;outdoors;pattern;petal;plant;puddle;sand;scenery;slate;snow;tar;tarmac;texture;tree,bird,0.078104,0.121132,0.849308,0.443807,2,high,
q016__bvvYzc-3fGA,Q016,saturated colorful street scene,style_text,bvvYzc-3fGA,data\unsplash-lite\images\bvvYzc-3fGA.jpg,qdrant_filtered,5,qdrant_filtered:5,0.264642,architecture;arquitectura;blind;blue;building;city;color;composition;countryside;edificio;facade;glass;gold;green;high rise;housing;hut;line;metal;metropolis;nature;neighborhood;office building;outdoors;parallel;pattern;red;repetition;rural;shack;shelter;skyscraper;structure;symmetry;town;urban;ventana;vertical;window;yellow,bench,0.389342,0.189703,0.501647,0.549941,2,high,
q016__neBHai7g9vc,Q016,saturated colorful street scene,style_text,neBHai7g9vc,data\unsplash-lite\images\neBHai7g9vc.jpg,faiss_style_rerank|qdrant_filtered,6,faiss_style_rerank:6|qdrant_filtered:6,0.425613,animal;aquarium;fish;invertebrate;jellyfish;rug;sea anemone;sea life;water;wildlife,,0.300371,0.204398,0.711173,0.562703,2,high,
q016__t7FaYD-YIEk,Q016,saturated colorful street scene,style_text,t7FaYD-YIEk,data\unsplash-lite\images\t7FaYD-YIEk.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,6,faiss_baseline:6|qdrant_object_rerank:6|qdrant_semantic:6,0.267926,art;azure sky;corridor;crystal;electric guitar;flare;floor;flooring;graphics;guitar;laser;leisure activities;light;lighting;mineral;modern art;mountain;musical instrument;nature;neon;outdoors;paint container;palette;path;pool;puddle;purple;rust;scenery;sky;sphere;swimming pool;tar;water,,0.199563,0.126425,0.458025,0.477344,2,high,
q016__Dz6HuHE2Ki0,Q016,saturated colorful street scene,style_text,Dz6HuHE2Ki0,data\unsplash-lite\images\Dz6HuHE2Ki0.jpg,qdrant_filtered,7,qdrant_filtered:7,0.261287,aerial view;asphalt;floor;flooring;freeway;ground;landscape;nature;outdoors;pattern;road;rug;scenery;sky;tar;tarmac;texture;triangle;water,,0.449330,0.147843,0.591298,0.411614,2,high,
q016__XacjgAoqdnI,Q016,saturated colorful street scene,style_text,XacjgAoqdnI,data\unsplash-lite\images\XacjgAoqdnI.jpg,faiss_style_rerank,7,faiss_style_rerank:7,0.425337,animal;australia;bird;colorful feathers;david clode;eclectus;eclectus parrot;feathers;green;parrot;peacock;plumage;red,,0.428691,0.196248,0.859940,0.637050,0,high,
q016__o0SJlx_Y1mY,Q016,saturated colorful street scene,style_text,o0SJlx_Y1mY,data\unsplash-lite\images\o0SJlx_Y1mY.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,7,faiss_baseline:7|qdrant_object_rerank:7|qdrant_semantic:7,0.267498,ankle;apparel;architecture;artpiece;asphalt;bowl;building;buildings;cars;cinematic;city;clothing;creative;dope;drain;film;footwear;hole;human;italy;light;manhole;metropolis;mikitayo;milan;money;pants;person;puddle;sewer;shoe;shots;street;street photography;tarmac;town;travel;urban;walk;wallpaper,carrot;person,0.324430,0.201580,0.391823,0.470396,1,medium,
q016__7-oM8eFUkFQ,Q016,saturated colorful street scene,style_text,7-oM8eFUkFQ,data\unsplash-lite\images\7-oM8eFUkFQ.jpg,qdrant_filtered,8,qdrant_filtered:8,0.256816,allee;asphalt;autumn;autumn avenue;autumn colors;autumn trees;autumn vibes;autumn wallpaper;avenue;birch;fall;fall avenue;fall colors;fall vibes;fall wallpaper;herbst farben;human;lamp post;leaf;maple;maple leaf;orange;path;pavement;person;plant;red;root;sidewalk;tarmac;tree;tree trunk;trees;yellow,bench;person,0.299720,0.199802,0.560931,0.626422,1,medium,
q016__Llve-5vGVmw,Q016,saturated colorful street scene,style_text,Llve-5vGVmw,data\unsplash-lite\images\Llve-5vGVmw.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,8,faiss_baseline:8|qdrant_object_rerank:8|qdrant_semantic:8,0.266390,aerial view;animal;field;flock;floor;flooring;flowers;green;ground;knitting;land;landscape;nature;netherlands;outdoors;path;rug;scenery;spring;texture;tulips;veins;walkway;woven,,0.338134,0.199965,0.343633,0.540149,1,medium,
q016__hsscTvn6WlQ,Q016,saturated colorful street scene,style_text,hsscTvn6WlQ,data\unsplash-lite\images\hsscTvn6WlQ.jpg,faiss_style_rerank,8,faiss_style_rerank:8,0.425189,alloy wheel;architecture;asphalt;automobile;beverage;building;car;car wheel;china;city;downtown;drink;flare;food;freeway;huangshan;human;intersection;light;lighting;machine;meal;metropolis;nature;neighborhood;neon;neons;night city;night life;néons;outdoors;parking;parking lot;path;pavement;pedestrian;person;road;sidewalk;soda;spire;spoke;steeple;street;tarmac;tire;tower;town;transportation;tunxi;urban;vehicle;walkway;wheel,bench;car;handbag;person,0.087591,0.067369,0.743882,0.485551,1,medium,
q016__HVxdUZI_gr4,Q016,saturated colorful street scene,style_text,HVxdUZI_gr4,data\unsplash-lite\images\HVxdUZI_gr4.jpg,qdrant_filtered,9,qdrant_filtered:9,0.256484,alley;alleyway;art;bar counter;bubble;building;city;collage;downtown;intersection;lighting;metropolis;night;poster;pub;road;shop;street;town;urban;yellow,clock;vase,0.414299,0.256965,0.713273,0.675300,1,medium,
q016__YtSoipXxt2A,Q016,saturated colorful street scene,style_text,YtSoipXxt2A,data\unsplash-lite\images\YtSoipXxt2A.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,9,faiss_baseline:9|qdrant_object_rerank:9|qdrant_semantic:9,0.265823,adventure;alley;alleyway;apartments;bar counter;building;car;city;color;downtown;hills;hotel;housing;indoors;interior design;intersection;light;light trails;lighting;long exposure;metropolis;metropolitan area;movement;neighborhood;night;pub;resort;road;san francisco;sf;street;town;traffic;travel;urban;urban area;vehicle;wooden,car,0.341738,0.304766,0.366991,0.535590,2,high,
q016__wpw8sHoBtSY,Q016,saturated colorful street scene,style_text,wpw8sHoBtSY,data\unsplash-lite\images\wpw8sHoBtSY.jpg,faiss_style_rerank,9,faiss_style_rerank:9,0.423553,abstract painting;acrylic paint;advertisement;art;background;blossom;canvas;collage;contemporary art;dye;embroidery;expressionism;flower;fractal;gay pride;graphics;home decor;iris;lgbtq;modern art;ornament;paint container;pattern;plant;poster;pride;purple;quilt;rainbow;texture;wall art;wallpaper,person,0.469394,0.212700,0.856240,0.585843,2,high,
q016__--Jy_8mvs4E,Q016,saturated colorful street scene,style_text,--Jy_8mvs4E,data\unsplash-lite\images\--Jy_8mvs4E.jpg,faiss_style_rerank,10,faiss_style_rerank:10,0.423046,abstract;bold;bubble;colorful;colourful;david clode;droplet;floating oil;fractal;green;jar;leaf;oil;oil and water photo;oil bubble photo;oil bubbles;oil discs;oil disks;oil droplets;oil drops;orange;pattern;photo;photography;plant;planter;potted plant;pottery;vase;yellow,apple;cup;dining table,0.478218,0.207248,0.838923,0.737324,2,high,
q016__FGjR4IGwP7U,Q016,saturated colorful street scene,style_text,FGjR4IGwP7U,data\unsplash-lite\images\FGjR4IGwP7U.jpg,qdrant_filtered,10,qdrant_filtered:10,0.255909,apartment building;architecture;asphalt;automobile;building;bus;car;city;city at night;city in the rain;cold;downtown;dreary;flare;food;freeway;headlight;high rise;human;intersection;light;lighting;meal;metropolis;neon;new york;new york city;night life;night rain;nighttime;nyc;office building;path;pavement;pedestrian;person;plaza;rain city;rain soaked;rainy;rainy city;road;sidewalk;spire;steeple;street;tarmac;tower;town;town square;traffic light;transportation;urban;vehicle;wet;windy;zebra crossing,car;person;traffic light,0.221508,0.219596,0.623914,0.432435,2,high,
q016__UDWowwUvlGw,Q016,saturated colorful street scene,style_text,UDWowwUvlGw,data\unsplash-lite\images\UDWowwUvlGw.jpg,faiss_baseline|qdrant_object_rerank|qdrant_semantic,10,faiss_baseline:10|qdrant_object_rerank:10|qdrant_semantic:10,0.265694,apparel;architecture;asphalt;automobile;bench;building;car;city;clothing;downtown;freeway;furniture;high rise;highway;house;housing;intersection;neighborhood;path;pavement;pedestrian;photo;photography;road;shorts;sidewalk;spire;steeple;street;suburb;tar;tarmac;tower;town;transportation;urban;vehicle;villa;word,car,0.634623,0.224379,0.176671,0.534076,1,medium,
q017__qjZzZccbE1E,Q017,person in street photography,object_text,qjZzZccbE1E,data\unsplash-lite\images\qjZzZccbE1E.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,1,faiss_baseline:1|faiss_style_rerank:1|qdrant_filtered:1|qdrant_object_rerank:1|qdrant_semantic:1,0.577054,alloy wheel;apparel;astronaut;boot;building;city;clothing;crash helmet;footwear;hardhat;helmet;human;local;machine;metropolis;moped;motor;motor scooter;motorcycle;person;riding boot;scooter;spoke;tire;town;transportation;urban;vehicle;vespa;wheel,motorcycle;person,0.405203,0.307780,0.285029,0.498861,2,high,
q017__UMftJn4b9yM,Q017,person in street photography,object_text,UMftJn4b9yM,data\unsplash-lite\images\UMftJn4b9yM.jpg,faiss_baseline|faiss_style_rerank|qdrant_filtered|qdrant_object_rerank|qdrant_semantic,2,faiss_baseline:2|faiss_style_rerank:2|qdrant_filtered:2|qdrant_object_rerank:2|qdrant_semantic:2,0.574350,black;black and white;building;city;image;person;photography;shadow;silhouette;steps;street photography;town;urban;walking;white,person,0.325350,0.365871,0.000000,0.500000,2,high,
